,house_id,ost_id,route,duration,distance
24,2021,1012715,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.63354, 55.730928], [37.635764, 55.731234], [37.635316, 55.731793], [37.635381, 55.731807]], 'type': 'LineString'}",1445.005,2062.226
25,2021,1012716,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.626555, 55.731733], [37.627531, 55.732907], [37.627818, 55.734198], [37.630534, 55.734858], [37.631884, 55.7349], [37.631871, 55.735005], [37.632911, 55.735033], [37.632804, 55.735173], [37.632921, 55.735211], [37.632575, 55.735546], [37.632687, 55.73558], [37.632522, 55.735745]], 'type': 'LineString'}",1565.981,2237.043
26,2021,1012761,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622742, 55.72599], [37.623037, 55.725974], [37.623808, 55.729219], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.626555, 55.731733], [37.627572, 55.733001], [37.627915, 55.735287], [37.628657, 55.741222], [37.629155, 55.741205], [37.629162, 55.741405], [37.629498, 55.741407], [37.629512, 55.74164], [37.629773, 55.741632], [37.629811, 55.742032]], 'type': 'LineString'}",1942.179,2727.526
27,2021,1013449,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.63354, 55.730928], [37.635764, 55.731234], [37.637003, 55.731421]], 'type': 'LineString'}",1447.562,2071.297
28,2021,1013450,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.630592, 55.730631]], 'type': 'LineString'}",1177.863,1655.527
29,2021,1013498,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626354, 55.726807], [37.628453, 55.727047], [37.634481, 55.728243], [37.636944, 55.728309], [37.637099, 55.728338], [37.636872, 55.729331], [37.63729, 55.729348], [37.639568, 55.729361], [37.640058, 55.7294], [37.640014, 55.729804], [37.641638, 55.729915], [37.641642, 55.730155], [37.643086, 55.730137], [37.643237, 55.730325], [37.6495, 55.72871]], 'type': 'LineString'}",1964.87,2762.816
30,2021,1013587,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622804, 55.726285], [37.622951, 55.726996], [37.623231, 55.728524]], 'type': 'LineString'}",695.665,989.437
31,2021,1013596,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623838, 55.72946], [37.624706, 55.729482], [37.624702, 55.729514], [37.625742, 55.729549], [37.625803, 55.72961], [37.629637, 55.730066], [37.629866, 55.730035], [37.63112, 55.730215]], 'type': 'LineString'}",1156.632,1614.41
32,2021,1013598,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.63354, 55.730928], [37.635764, 55.731234], [37.63821, 55.731684], [37.639262, 55.732346], [37.642024, 55.733823], [37.642937, 55.734328], [37.642968, 55.734633], [37.643213, 55.734726], [37.643339, 55.734663], [37.64511, 55.735908]], 'type': 'LineString'}",1996.062,2818.242
33,2021,1014312,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626354, 55.726807], [37.628453, 55.727047], [37.634481, 55.728243], [37.636944, 55.728309], [37.637099, 55.728338], [37.636872, 55.729331], [37.63729, 55.729348], [37.639568, 55.729361], [37.640058, 55.7294], [37.640014, 55.729804], [37.641638, 55.729915], [37.641642, 55.730155], [37.642848, 55.730195], [37.643522, 55.730023]], 'type': 'LineString'}",1671.551,2338.156
