,address,coordinates
31086,"ул. Минская, д. 1Г, к. 6, Москва","[37.49866654668047, 55.710862649999996]"
31087,"ул. Минская, д. 1Г, к. 7, Москва","[37.49852626221203, 55.71115525]"
31088,"ул. Минская, д. 1Г, к. 8, Москва","[37.497783740833, 55.711071149999995]"
31089,"ул. Михайлова, д. 37, Москва","[37.778770051769385, 55.7238637]"
31090,"ул. Михалковская, д. 46, к. 1, Москва","[37.51565583013979, 55.840804899999995]"
31091,"ул. Молодогвардейская, д. 25, к. 2, Москва","[37.419214499999995, 55.732696849999996]"
31092,"ул. Молодогвардейская, д. 27, к. 2, Москва","[37.41850849974173, 55.73262795]"
31093,"ул. Молодогвардейская, д. 31, к. 2, Москва","[37.41656852506868, 55.732589950000005]"
31094,"ул. Молодогвардейская, д. 35, к. 2, Москва","[37.415127825051776, 55.73261945]"
31095,"ул. Молокова, д. 22, Москва","[37.56307054034811, 55.906844050000004]"
31096,"ул. Молокова, д. 24, Москва","[37.56351926076576, 55.90725705]"
31097,"ул. Молокова, д. 26, Москва","[37.5638, 55.9074705]"
31098,"пер. Московско-Казанский, д. 10, стр. 1, Москва","[37.6738736, 55.7807621]"
31099,"ул. Муравская, д. 12, к. 1, Москва","[37.3614388, 55.8601291]"
31100,"ул. Муравская, д. 15, Москва","[37.367219464311916, 55.864453600000004]"
31101,"ул. Муравская, д. 17, Москва","[37.368528161944866, 55.864537600000006]"
31102,"ул. Муравская, д. 32, Москва","[37.366762184542644, 55.86401305]"
31103,"ул. Муравская, д. 34, Москва","[37.368725915440166, 55.864145]"
31104,"ул. Мясницкая, д. 30/1/2, стр. 1, Москва","[37.6388698, 55.7651125]"
31105,"ул. Нагорная, д. 4, Москва","[37.3002366, 55.4941662]"
31106,"ул. Нагорная, д. 5, к. 2, Москва","[37.6125861, 55.68109025]"
31107,"ул. Народного Ополчения, д. 47, Москва","[37.49193940962543, 55.793491849999995]"
31108,"ул. Неглинная, д. 16/2, стр. 4, Москва","[37.6203009, 55.764956]"
31109,"ул. Неглинная, д. 16/2, стр. 3, Москва","[37.6203009, 55.764956]"
31110,"ул. Нежинская, д. 14, к. 5, Москва","[37.46383285, 55.709505750000005]"
31111,"ул. Нежинская, д. 14, к. 6, Москва","[37.464216791654, 55.709539449999994]"
31112,"ул. Нежинская, д. 14, к. 2, Москва","[37.464664027070704, 55.7088844]"
31113,"ул. Нежинская, д. 14, к. 3, Москва","[37.46502586135671, 55.70917325]"
31114,"ул. Нежинская, д. 14, к. 4, Москва","[37.46372008560655, 55.70931495]"
31115,"ул. Нежинская, д. 14, к. 7, Москва","[37.46495829092531, 55.709537499999996]"
31116,"ул. Нежинская, д. 14, к. 8, Москва","[37.46574040496237, 55.709872]"
31117,"ул. Нежинская, д. 14, к. 9, Москва","[37.4669077464865, 55.71000935]"
31118,"пер. Кисельный Нижн., д. 3, стр. 1, Москва",0
31119,"ул. Красносельская Нижн., д. 34/16, Москва",0
31120,"ул. Сыромятническая Ниж., д. 2/3, стр. 1, Москва",0
31121,"ул. Нильса Бора, д. 1, Москва","[37.396240004087396, 55.5203734]"
31122,"ул. Нильса Бора, д. 2, Москва","[37.395691474350286, 55.520324900000006]"
31123,"ул. Нильса Бора, д. 3, Москва","[37.396049091405885, 55.51950885]"
31124,"ул. Нильса Бора, д. 4, Москва","[37.39521355, 55.5199338]"
31125,"ул. Нильса Бора, д. 5, Москва","[37.39576076147311, 55.518946]"
31126,"ул. Нильса Бора, д. 6, Москва","[37.39517655, 55.519632599999994]"
31127,"ул. Нильса Бора, д. 7, Москва","[37.39534853621546, 55.51838065]"
31128,"ул. Нильса Бора, д. 8, Москва","[37.39486640303174, 55.5192556]"
31129,"ул. Нильса Бора, д. 9, Москва","[37.39495736585614, 55.5177185]"
31130,"ул. Нильса Бора, д. 10, Москва","[37.39459390670277, 55.51894305]"
31131,"ул. Нильса Бора, д. 12, Москва","[37.39434821854027, 55.5185897]"
31132,"ул. Нильса Бора, д. 14, Москва","[37.39440976807832, 55.51825295]"
31133,"ул. Басманная Нов., д. 12, стр. 3, Москва",0
31134,"ул. Басманная Нов., д. 14, стр. 3, Москва",0
31135,"ул. Басманная Нов., д. 28, стр. 2, Москва",0
31136,"ул. Новоалексеевская, д. 15, Москва","[37.6481347, 55.8104939]"
31137,"ул. Новоалексеевская, д. 18, к. 2, Москва","[37.65172388237812, 55.80952715]"
31138,"ул. Новорязанская, д. 25, стр. 1, Москва","[37.6641478, 55.7722487]"
31139,"ул. Новослободская, д. 31, стр. 1, Москва","[37.5978116361578, 55.78196135]"
31140,"проезд. Огородный, д. 21А, к. А, Москва",0
31141,"проезд. Огородный, д. 21А, к. Б, Москва",0
31142,"наб. Озерковская, д. 16/2, стр. 1, Москва","[37.637437686283384, 55.74125745]"
31143,"п. Первомайское, д. Ширяево, ул. Озерная, д. 37, к. 1, Москва",0
31144,"п. Первомайское, д. Ширяево, ул. Озерная, д. 37, к. 2, Москва",0
31145,"п. Первомайское, д. Ширяево, ул. Озерная, д. 37, к. 3, Москва",0
31146,"п. Первомайское, д. Ширяево, ул. Озерная, д. 39, к. 1, Москва",0
31147,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 2, Москва",0
31148,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 1, Москва",0
31149,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 4, Москва",0
31150,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 3, Москва",0
31151,"п. Первомайское, д. Ширяево, ул. Озерная, д. 43, к. 3, Москва",0
31152,"п. Первомайское, д. Ширяево, ул. Озерная, д. 45, к. 2, Москва",0
31153,"п. Первомайское, д. Ширяево, ул. Озерная, д. 45, к. 3, Москва",0
31154,"п. Первомайское, д. Ширяево, ул. Озерная, д. 45, к. 1, Москва",0
31155,"п. Первомайское, д. Ширяево, ул. Озерная, д. 47, к. 1, Москва",0
31156,"п. Первомайское, д. Ширяево, ул. Озерная, д. 49, Москва","[37.166269373349834, 55.554703149999995]"
31157,"п. Первомайское, д. Ширяево, ул. Озерная, д. 51, Москва","[37.16996661180055, 55.55616895]"
31158,"п. Первомайское, д. Ширяево, ул. Озерная, д. 53, Москва","[37.16958326494628, 55.55606755]"
31159,"п. Первомайское, д. Ширяево, ул. Озерная, д. 55, Москва","[37.15814955, 55.55389395]"
31160,"п. Первомайское, д. Ширяево, ул. Озерная, д. 57, Москва","[37.16252442216184, 55.55536515]"
31161,"п. Первомайское, д. Ширяево, ул. Озерная, д. 59, к. 1, Москва",0
31162,"п. Первомайское, д. Ширяево, ул. Озерная, д. 61, к. 1, Москва",0
31163,"п. Первомайское, д. Ширяево, ул. Озерная, д. 63, к. 1, Москва",0
31164,"п. Первомайское, д. Ширяево, ул. Озерная, д. 65, к. 1, Москва",0
31165,"ул. Окружная, д. 23, Москва","[37.398717074815494, 55.8454699]"
31166,"ул. Ольховская, д. 16, Москва","[37.67040590253588, 55.775285249999996]"
31167,"ул. Онежская, д. 12, к. 1, Москва","[37.522656872667085, 55.84935055]"
31168,"пер. Оружейный, д. 23, Москва","[37.6011734, 55.7723082]"
31169,"г. Щербинка, ул. Остафьевская, д. 9, Москва",0
31170,"г. Щербинка, ул. Остафьевская, д. 13, Москва",0
31171,"ул. Остоженка, д. 14, стр. 2, Москва","[37.60206627532746, 55.743612]"
31172,"ул. Остоженка, д. 42/2, Москва","[37.5949933, 55.7376309]"
31173,"проезд. Парусный, д. 4, Москва","[37.451139962846916, 55.8476854]"
31174,"проезд. Парусный, д. 6, Москва","[37.45039318506517, 55.84737035]"
31175,"проезд. Парусный, д. 10, Москва","[37.44813401284692, 55.8474208]"
31176,"проезд. Парусный, д. 12, Москва","[37.44722189883444, 55.8470217]"
31177,"аллея. 1 Маевки, д. 13, к. 1, Москва",0
31178,"ул. Первомайская, д. 94А, Москва","[37.8086871, 55.79246805]"
31179,"пер. Переведеновский, д. 4, стр. 2, Москва","[37.690297, 55.7802424]"
31180,"пер. Переведеновский, д. 16, Москва","[37.68860875707473, 55.77917135]"
31181,"пер. Переведеновский, д. 16, стр. 4, Москва","[37.68860875707473, 55.77917135]"
31182,"пер. Переведеновский, д. 22, Москва","[37.692712598096435, 55.78087805]"
31183,"ул. Перерва, д. 52, к. 1, Москва","[37.74573919495907, 55.65610125]"
31184,"пер. Пестовский, д. 14, Москва","[37.6602186, 55.7464796]"
31185,"ул. Петра Алексеева, д. 5, Москва","[37.43057775, 55.718733099999994]"
31186,"ул. Петра Романова, д. 18, к. 1, Москва","[37.68324916448172, 55.70489755]"
31187,"ул. Петра Романова, д. 19, Москва","[37.68432448758186, 55.7055511]"
31188,"ул. Петровка, д. 23/10, стр. 1, Москва","[37.6149827, 55.7660956]"
31189,"ул. Петровка, д. 28, стр. 1, Москва","[37.6141433843819, 55.7677321]"
31190,"ул. Петровка, д. 30/7, Москва","[37.6139141, 55.7681694]"
31191,"пер. Петровский, д. 1/30, стр. 2, Москва","[37.6118052, 55.7652255]"
31192,"б-р. Петровский, д. 19/2, стр. 2, Москва","[37.61762372854503, 55.76824245]"
31193,"б-р. Петровский, д. 23, Москва","[37.6208056, 55.7677489]"
31194,"пер. Печатников, д. 6, Москва","[37.62523378376068, 55.7672355]"
31195,"пер. Печатников, д. 9, Москва","[37.62625410765067, 55.76747795]"
31196,"пер. Печатников, д. 10, Москва","[37.62621613230519, 55.767209699999995]"
31197,"ул. Плющиха, д. 16, стр. 2, Москва","[37.577396073570554, 55.7443453]"
31198,"ул. Плющиха, д. 20/2, Москва","[37.577748, 55.743683]"
31199,"ул. Поварская, д. 29/36, стр. 1, Москва","[37.5884754, 55.7565737]"
31200,"пер. Подкопаевский, д. 8/13/5, Москва","[37.6409468830565, 55.75306325]"
31201,"пер. Подкопаевский, д. 11, стр. 1, Москва","[37.64238408749999, 55.753248150000005]"
31202,"пер. Подкопаевский, д. 11/11/1, стр. 2, Москва","[37.64238408749999, 55.753248150000005]"
31203,"ул. Подмосковная, д. 4, Москва","[37.45603375, 55.83080485000001]"
31204,"ул. Подмосковная, д. 6, Москва","[37.45608617744184, 55.831285]"
31205,"ул. Подмосковная, д. 8, Москва","[37.456592736512604, 55.8318185]"
31206,"ул. Подмосковная, д. 10, Москва","[37.4568943, 55.832216450000004]"
31207,"ул. Подмосковная, д. 12, Москва","[37.45675377609463, 55.83262185]"
31208,"ул. Подмосковная, д. 12а, Москва","[37.45791330447699, 55.83270685]"
31209,"ул. Подмосковная, д. 14а, Москва","[37.457917235714284, 55.83305145]"
31210,"ул. Покровка, д. 2/1, стр. 1, Москва","[37.6390713, 55.757898]"
31211,"ул. Покровка, д. 3/7, стр. 1АБГ, Москва","[37.639842028604946, 55.75879175]"
31212,"ул. Покровка, д. 3/7, стр. 1Б, Москва","[37.639842028604946, 55.75879175]"
31213,"ул. Покровка, д. 4, стр. 1, Москва","[37.6415684, 55.7586601]"
31214,"ул. Покровка, д. 14/2, стр. 1, Москва","[37.6453773, 55.7585711]"
31215,"ул. Покровка, д. 21-23/25, стр. 1, Москва","[37.6471471, 55.7596553]"
