,house_id,met_vok_id,route,duration,distance
216,11881,0,"{'coordinates': [[37.633447, 55.74253], [37.632948, 55.742451], [37.632964, 55.742405], [37.63321, 55.742433], [37.633244, 55.742387], [37.633166, 55.74237], [37.633929, 55.741407], [37.633302, 55.741233], [37.633012, 55.740952], [37.632573, 55.740839], [37.636226, 55.736233], [37.637052, 55.736183], [37.637143, 55.736072], [37.639512, 55.732497], [37.639648, 55.732544], [37.640169, 55.732285], [37.641648, 55.730758], [37.641378, 55.730156], [37.640902, 55.730121]], 'type': 'LineString'}",1232.454,1707.146
217,11881,1,"{'coordinates': [[37.633447, 55.74253], [37.632948, 55.742451], [37.631361, 55.742364], [37.631097, 55.742385], [37.631096, 55.742301], [37.630942, 55.742298], [37.629968, 55.741832], [37.629794, 55.74184], [37.629773, 55.741632], [37.629512, 55.74164], [37.629498, 55.741407], [37.629162, 55.741405], [37.629155, 55.741205], [37.628657, 55.741222], [37.628615, 55.740795], [37.627561, 55.740878], [37.625663, 55.740903], [37.625664, 55.740775], [37.625659, 55.740638], [37.625657, 55.74061], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",578.193,799.004
218,11881,2,"{'coordinates': [[37.633447, 55.74253], [37.632948, 55.742451], [37.631361, 55.742364], [37.631097, 55.742385], [37.631096, 55.742301], [37.630942, 55.742298], [37.629873, 55.742239], [37.629562, 55.74231], [37.629394, 55.742217], [37.629237, 55.742202], [37.629246, 55.742269], [37.629391, 55.742293], [37.629478, 55.742377], [37.629394, 55.742494], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",247.255,344.503
219,11881,3,"{'coordinates': [[37.633447, 55.74253], [37.632948, 55.742451], [37.632964, 55.742405], [37.63321, 55.742433], [37.633244, 55.742387], [37.633166, 55.74237], [37.633929, 55.741407], [37.633302, 55.741233], [37.633012, 55.740952], [37.632573, 55.740839], [37.635011, 55.7377], [37.634783, 55.737635], [37.634747, 55.737645], [37.634002, 55.737384], [37.635239, 55.735728], [37.635275, 55.735728], [37.635718, 55.735022], [37.637857, 55.731583], [37.63723, 55.731464]], 'type': 'LineString'}",1041.214,1484.415
220,11881,4,"{'coordinates': [[37.633447, 55.74253], [37.631097, 55.742385], [37.631096, 55.742301], [37.630942, 55.742298], [37.629968, 55.741832], [37.629794, 55.74184], [37.629773, 55.741632], [37.629512, 55.74164], [37.629498, 55.741407], [37.629162, 55.741405], [37.629155, 55.741205], [37.628657, 55.741222], [37.627846, 55.734274], [37.627292, 55.732519], [37.626555, 55.731733], [37.625649, 55.730064], [37.625375, 55.730082], [37.624114, 55.730023], [37.624165, 55.729739], [37.623889, 55.729608], [37.623808, 55.729219], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",1437.249,1966.299
221,11881,5,"{'coordinates': [[37.633447, 55.74253], [37.631097, 55.742385], [37.631096, 55.742301], [37.630942, 55.742298], [37.629968, 55.741832], [37.629794, 55.74184], [37.629773, 55.741632], [37.629512, 55.74164], [37.629498, 55.741407], [37.629162, 55.741405], [37.629155, 55.741205], [37.628657, 55.741222], [37.627292, 55.732519], [37.626555, 55.731733], [37.625649, 55.730064], [37.625206, 55.727647], [37.625342, 55.726962], [37.625483, 55.726762], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",1557.347,2169.903
222,12166,0,"{'coordinates': [[37.632236, 55.728027], [37.63232, 55.727885], [37.633806, 55.728189], [37.633797, 55.728248], [37.634234, 55.728506], [37.634227, 55.729776], [37.634422, 55.729794], [37.634381, 55.72995], [37.635352, 55.730042], [37.635748, 55.729861], [37.636026, 55.729879], [37.636389, 55.730134], [37.63637, 55.730181], [37.636783, 55.730137], [37.636798, 55.730104], [37.637005, 55.730103], [37.637119, 55.729843], [37.640902, 55.730121]], 'type': 'LineString'}",543.995,800.249
223,12166,1,"{'coordinates': [[37.632236, 55.728027], [37.63232, 55.727885], [37.631048, 55.727625], [37.630041, 55.730056], [37.629866, 55.730035], [37.62956, 55.730057], [37.629384, 55.730037], [37.629249, 55.730454], [37.629421, 55.730473], [37.629442, 55.730505], [37.629542, 55.730515], [37.629266, 55.732411], [37.628757, 55.733644], [37.627711, 55.73359], [37.627814, 55.734168], [37.627576, 55.734177], [37.627601, 55.734835], [37.625648, 55.734675], [37.62579, 55.738944], [37.625578, 55.738952], [37.625863, 55.740608], [37.625664, 55.740788], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1451.213,2054.315
224,12166,2,"{'coordinates': [[37.632236, 55.728027], [37.63232, 55.727885], [37.631048, 55.727625], [37.630041, 55.730056], [37.629866, 55.730035], [37.62956, 55.730057], [37.629384, 55.730037], [37.629249, 55.730454], [37.629421, 55.730473], [37.629442, 55.730505], [37.629542, 55.730515], [37.629266, 55.732411], [37.628757, 55.733644], [37.627711, 55.73359], [37.627915, 55.735287], [37.628626, 55.741928], [37.62889, 55.741933], [37.629005, 55.742022], [37.629001, 55.74227], [37.629391, 55.742293], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",1403.063,1982.906
225,12166,3,"{'coordinates': [[37.632236, 55.728027], [37.63232, 55.727885], [37.633806, 55.728189], [37.633797, 55.728248], [37.634234, 55.728506], [37.634227, 55.729776], [37.634422, 55.729794], [37.634381, 55.72995], [37.63516, 55.73003], [37.635169, 55.730192], [37.635506, 55.730524], [37.635728, 55.730554], [37.635685, 55.730649], [37.635765, 55.730657], [37.635972, 55.73068], [37.636485, 55.730738], [37.636098, 55.731209], [37.636806, 55.731342], [37.636784, 55.73138], [37.63723, 55.731464]], 'type': 'LineString'}",442.194,658.431
226,12166,4,"{'coordinates': [[37.632236, 55.728027], [37.63232, 55.727885], [37.631048, 55.727625], [37.63036, 55.729286], [37.630169, 55.72926], [37.630115, 55.729351], [37.627115, 55.728954], [37.626959, 55.729183], [37.626159, 55.729098], [37.625962, 55.729139], [37.625616, 55.729103], [37.625607, 55.729064], [37.624262, 55.729183], [37.624212, 55.729333], [37.623787, 55.729318], [37.623808, 55.729219], [37.623694, 55.729196], [37.623621, 55.729128], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",613.741,858.651
227,12166,5,"{'coordinates': [[37.632236, 55.728027], [37.63232, 55.727885], [37.631048, 55.727625], [37.631035, 55.727638], [37.628498, 55.727117], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",371.086,528.34
228,12829,0,"{'coordinates': [[37.631651, 55.73074], [37.63354, 55.730928], [37.635418, 55.731127], [37.635528, 55.731188], [37.635764, 55.731234], [37.635869, 55.731217], [37.636784, 55.73138], [37.636806, 55.731342], [37.636238, 55.731234], [37.637278, 55.730003], [37.637947, 55.730045], [37.637978, 55.729909], [37.640902, 55.730121]], 'type': 'LineString'}",532.008,769.854
229,12829,1,"{'coordinates': [[37.631651, 55.73074], [37.629542, 55.730515], [37.629266, 55.732411], [37.628757, 55.733644], [37.627711, 55.73359], [37.627814, 55.734168], [37.627576, 55.734177], [37.627601, 55.734835], [37.625648, 55.734675], [37.62579, 55.738944], [37.625578, 55.738952], [37.625863, 55.740608], [37.625664, 55.740788], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1196.208,1692.232
230,12829,2,"{'coordinates': [[37.631651, 55.73074], [37.633388, 55.730914], [37.632739, 55.73205], [37.6329, 55.732079], [37.632697, 55.732514], [37.632677, 55.732513], [37.63265, 55.732565], [37.632925, 55.732913], [37.633375, 55.732989], [37.633423, 55.73295], [37.634313, 55.733052], [37.633043, 55.734921], [37.631381, 55.736559], [37.630243, 55.738445], [37.62979, 55.739785], [37.629651, 55.739848], [37.629452, 55.74224], [37.629237, 55.742202], [37.629246, 55.742269], [37.629478, 55.742377], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",1117.105,1609.832
231,12829,3,"{'coordinates': [[37.631651, 55.73074], [37.63354, 55.730928], [37.635418, 55.731127], [37.635528, 55.731188], [37.635764, 55.731234], [37.635869, 55.731217], [37.63723, 55.731464]], 'type': 'LineString'}",232.996,363.252
232,12829,4,"{'coordinates': [[37.631651, 55.73074], [37.629641, 55.73052], [37.629803, 55.730415], [37.626749, 55.730126], [37.626724, 55.7302], [37.625681, 55.730124], [37.625649, 55.730064], [37.625447, 55.730049], [37.625375, 55.730082], [37.62481, 55.730009], [37.624114, 55.730023], [37.624093, 55.729811], [37.624165, 55.729739], [37.623889, 55.729608], [37.623787, 55.729318], [37.623808, 55.729219], [37.623694, 55.729196], [37.623621, 55.729128], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",518.567,712.241
233,12829,5,"{'coordinates': [[37.631651, 55.73074], [37.629641, 55.73052], [37.629803, 55.730415], [37.626749, 55.730126], [37.626724, 55.7302], [37.625681, 55.730124], [37.625803, 55.72961], [37.625206, 55.727647], [37.625175, 55.727328], [37.625342, 55.726962], [37.625483, 55.726762], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",638.666,915.844
234,12971,0,"{'coordinates': [[37.632826, 55.740332], [37.634027, 55.738773], [37.634143, 55.738802], [37.636226, 55.736233], [37.637052, 55.736183], [37.637143, 55.736072], [37.639512, 55.732497], [37.639648, 55.732544], [37.640169, 55.732285], [37.641648, 55.730758], [37.641378, 55.730156], [37.640902, 55.730121]], 'type': 'LineString'}",990.74,1363.531
235,12971,1,"{'coordinates': [[37.632826, 55.740332], [37.632174, 55.741149], [37.630622, 55.740833], [37.629675, 55.740762], [37.628688, 55.740789], [37.627561, 55.740878], [37.625663, 55.740903], [37.625664, 55.740775], [37.625659, 55.740638], [37.625657, 55.74061], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",495.043,679.795
236,12971,2,"{'coordinates': [[37.632826, 55.740332], [37.632697, 55.7403], [37.631096, 55.742301], [37.630942, 55.742298], [37.629873, 55.742239], [37.629562, 55.74231], [37.629394, 55.742217], [37.629237, 55.742202], [37.629246, 55.742269], [37.629391, 55.742293], [37.629478, 55.742377], [37.629394, 55.742494], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",312.886,438.128
237,12971,3,"{'coordinates': [[37.632826, 55.740332], [37.634885, 55.737666], [37.634783, 55.737635], [37.634747, 55.737645], [37.634002, 55.737384], [37.635239, 55.735728], [37.635275, 55.735728], [37.635718, 55.735022], [37.637857, 55.731583], [37.63723, 55.731464]], 'type': 'LineString'}",786.473,1124.349
238,12971,4,"{'coordinates': [[37.632826, 55.740332], [37.632983, 55.740132], [37.63111, 55.739565], [37.631152, 55.739523], [37.629945, 55.739172], [37.629931, 55.739135], [37.628441, 55.738968], [37.627713, 55.733524], [37.627292, 55.732519], [37.626555, 55.731733], [37.625649, 55.730064], [37.625375, 55.730082], [37.624114, 55.730023], [37.624165, 55.729739], [37.623889, 55.729608], [37.623808, 55.729219], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",1218.669,1662.261
239,12971,5,"{'coordinates': [[37.632826, 55.740332], [37.632983, 55.740132], [37.63111, 55.739565], [37.631152, 55.739523], [37.629945, 55.739172], [37.629931, 55.739135], [37.628441, 55.738968], [37.627713, 55.733524], [37.627292, 55.732519], [37.626555, 55.731733], [37.625649, 55.730064], [37.625803, 55.72961], [37.625206, 55.727647], [37.625342, 55.726962], [37.625483, 55.726762], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",1338.767,1865.865
240,13089,0,"{'coordinates': [[37.62287, 55.72478], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626354, 55.726807], [37.628453, 55.727047], [37.634481, 55.728243], [37.636944, 55.728309], [37.637099, 55.728338], [37.636872, 55.729331], [37.63729, 55.729348], [37.638623, 55.729441], [37.639568, 55.729361], [37.640058, 55.7294], [37.640014, 55.729804], [37.640406, 55.729833], [37.640344, 55.73008], [37.640902, 55.730121]], 'type': 'LineString'}",1108.797,1574.36
241,13089,1,"{'coordinates': [[37.62287, 55.72478], [37.623808, 55.729219], [37.624165, 55.729739], [37.624501, 55.734561], [37.625432, 55.734652], [37.625664, 55.740788], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1420.03,2019.494
242,13089,2,"{'coordinates': [[37.62287, 55.72478], [37.623808, 55.729219], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.626555, 55.731733], [37.627572, 55.733001], [37.627915, 55.735287], [37.628626, 55.741928], [37.62889, 55.741933], [37.629005, 55.742022], [37.629001, 55.74227], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",1548.563,2187.986
243,13089,3,"{'coordinates': [[37.62287, 55.72478], [37.623621, 55.729128], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.63354, 55.730928], [37.635418, 55.731127], [37.635764, 55.731234], [37.63723, 55.731464]], 'type': 'LineString'}",1021.905,1487.312
244,13089,4,"{'coordinates': [[37.62287, 55.72478], [37.623087, 55.725714], [37.623037, 55.725974], [37.622742, 55.72599], [37.622804, 55.726285], [37.622951, 55.726996], [37.623017, 55.727352], [37.622996, 55.727355], [37.622726, 55.727806], [37.62295, 55.728787]], 'type': 'LineString'}",326.283,470.604
245,13089,5,"{'coordinates': [[37.62287, 55.72478], [37.623087, 55.725714], [37.623023, 55.725798], [37.623045, 55.725899], [37.625184, 55.726317], [37.624908, 55.726914], [37.624829, 55.72688], [37.624879, 55.726767], [37.624925, 55.726709], [37.624948, 55.726713], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",301.874,443.522
246,13469,0,"{'coordinates': [[37.630488, 55.723331], [37.631895, 55.72377], [37.631506, 55.724099], [37.63158, 55.724205], [37.632083, 55.724432], [37.632149, 55.724387], [37.63313, 55.724832], [37.633161, 55.724813], [37.633291, 55.724883], [37.633231, 55.724921], [37.633939, 55.72527], [37.634252, 55.725277], [37.634248, 55.725829], [37.634473, 55.725831], [37.634467, 55.726211], [37.634853, 55.726228], [37.635004, 55.726481], [37.635106, 55.726807], [37.63629, 55.726835], [37.636283, 55.72693], [37.636397, 55.727278], [37.637051, 55.727348], [37.6369, 55.72814], [37.637244, 55.728161], [37.636988, 55.728588], [37.636872, 55.729331], [37.63729, 55.729348], [37.638623, 55.729441], [37.639568, 55.729361], [37.640058, 55.7294], [37.640014, 55.729804], [37.640406, 55.729833], [37.640344, 55.73008], [37.640902, 55.730121]], 'type': 'LineString'}",946.852,1342.876
247,13469,1,"{'coordinates': [[37.630488, 55.723331], [37.630574, 55.723239], [37.629836, 55.723025], [37.628587, 55.722659], [37.628524, 55.722736], [37.627884, 55.722572], [37.627679, 55.72293], [37.627282, 55.723019], [37.625505, 55.726659], [37.625184, 55.727493], [37.625803, 55.72961], [37.626416, 55.731597], [37.626166, 55.731653], [37.626271, 55.731799], [37.625506, 55.731968], [37.625655, 55.734553], [37.625437, 55.734657], [37.625664, 55.740788], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1795.838,2505.127
248,13469,2,"{'coordinates': [[37.630488, 55.723331], [37.630574, 55.723239], [37.629836, 55.723025], [37.628587, 55.722659], [37.628524, 55.722736], [37.627884, 55.722572], [37.627679, 55.72293], [37.627282, 55.723019], [37.625505, 55.726659], [37.625184, 55.727493], [37.625803, 55.72961], [37.626555, 55.731733], [37.627572, 55.733001], [37.627915, 55.735287], [37.628626, 55.741928], [37.62889, 55.741933], [37.629005, 55.742022], [37.629001, 55.74227], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",1843.59,2572.468
249,13469,3,"{'coordinates': [[37.630488, 55.723331], [37.631895, 55.72377], [37.631506, 55.724099], [37.632083, 55.724432], [37.632149, 55.724387], [37.63313, 55.724832], [37.633161, 55.724813], [37.633291, 55.724883], [37.633231, 55.724921], [37.633939, 55.72527], [37.634252, 55.725277], [37.634211, 55.728266], [37.634234, 55.728271], [37.634227, 55.729776], [37.634422, 55.729794], [37.634381, 55.72995], [37.63516, 55.73003], [37.635506, 55.730524], [37.635728, 55.730554], [37.635685, 55.730649], [37.635765, 55.730657], [37.635972, 55.73068], [37.636485, 55.730738], [37.636098, 55.731209], [37.636784, 55.73138], [37.63723, 55.731464]], 'type': 'LineString'}",863.735,1240.266
250,13469,4,"{'coordinates': [[37.630488, 55.723331], [37.630574, 55.723239], [37.629836, 55.723025], [37.628587, 55.722659], [37.628524, 55.722736], [37.627884, 55.722572], [37.627679, 55.72293], [37.627282, 55.723019], [37.625631, 55.726186], [37.625286, 55.726128], [37.623855, 55.729216], [37.623648, 55.729168], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",806.218,1115.883
251,13469,5,"{'coordinates': [[37.630488, 55.723331], [37.630574, 55.723239], [37.629836, 55.723025], [37.628587, 55.722659], [37.628524, 55.722736], [37.627884, 55.722572], [37.627679, 55.72293], [37.627282, 55.723019], [37.625416, 55.726594], [37.625505, 55.726659], [37.625483, 55.726762], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",596.563,829.322
252,13605,0,"{'coordinates': [[37.63147, 55.732298], [37.631492, 55.732251], [37.632521, 55.732398], [37.632562, 55.732381], [37.632724, 55.732407], [37.63274, 55.732427], [37.634531, 55.732662], [37.634957, 55.731919], [37.635208, 55.731967], [37.635316, 55.731793], [37.635381, 55.731807], [37.635881, 55.731523], [37.635967, 55.731374], [37.636043, 55.731276], [37.636485, 55.730738], [37.636624, 55.730753], [37.637278, 55.730003], [37.637947, 55.730045], [37.637978, 55.729909], [37.640902, 55.730121]], 'type': 'LineString'}",578.465,818.941
253,13605,1,"{'coordinates': [[37.63147, 55.732298], [37.631447, 55.732346], [37.630264, 55.732185], [37.630172, 55.732389], [37.629712, 55.73246], [37.629423, 55.73241], [37.629322, 55.73276], [37.629153, 55.732757], [37.628757, 55.733644], [37.627711, 55.73359], [37.627814, 55.734168], [37.627576, 55.734177], [37.627601, 55.734835], [37.625648, 55.734675], [37.62579, 55.738944], [37.625578, 55.738952], [37.625863, 55.740608], [37.625664, 55.740788], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1080.888,1516.604
254,13605,2,"{'coordinates': [[37.63147, 55.732298], [37.631447, 55.732346], [37.632677, 55.732513], [37.63265, 55.732565], [37.632925, 55.732913], [37.633375, 55.732989], [37.633423, 55.73295], [37.634313, 55.733052], [37.633043, 55.734921], [37.631381, 55.736559], [37.630243, 55.738445], [37.62979, 55.739785], [37.629651, 55.739848], [37.629452, 55.74224], [37.629237, 55.742202], [37.629246, 55.742269], [37.629478, 55.742377], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",972.097,1388.75
255,13605,3,"{'coordinates': [[37.63147, 55.732298], [37.631492, 55.732251], [37.632521, 55.732398], [37.632562, 55.732381], [37.632724, 55.732407], [37.63274, 55.732427], [37.634531, 55.732662], [37.634957, 55.731919], [37.635208, 55.731967], [37.635316, 55.731793], [37.635381, 55.731807], [37.635881, 55.731523], [37.635955, 55.731436], [37.63631, 55.731569], [37.636571, 55.731466], [37.636648, 55.731354], [37.63723, 55.731464]], 'type': 'LineString'}",335.362,486.056
256,13605,4,"{'coordinates': [[37.63147, 55.732298], [37.631492, 55.732251], [37.629501, 55.731961], [37.6295, 55.731972], [37.629267, 55.731971], [37.629265, 55.731887], [37.628877, 55.73191], [37.628737, 55.731845], [37.628731, 55.731594], [37.626555, 55.731733], [37.626416, 55.731597], [37.625649, 55.730064], [37.625447, 55.730049], [37.625375, 55.730082], [37.62481, 55.730009], [37.624114, 55.730023], [37.624093, 55.729811], [37.624165, 55.729739], [37.623889, 55.729608], [37.623787, 55.729318], [37.623808, 55.729219], [37.623694, 55.729196], [37.623621, 55.729128], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",623.26,847.308
257,13605,5,"{'coordinates': [[37.63147, 55.732298], [37.631492, 55.732251], [37.629501, 55.731961], [37.6295, 55.731972], [37.629267, 55.731971], [37.629265, 55.731887], [37.628877, 55.73191], [37.628737, 55.731845], [37.628731, 55.731594], [37.626555, 55.731733], [37.625649, 55.730064], [37.625803, 55.72961], [37.625206, 55.727647], [37.625175, 55.727328], [37.625342, 55.726962], [37.625483, 55.726762], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",743.359,1050.912
258,13637,0,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.634957, 55.731919], [37.635208, 55.731967], [37.635316, 55.731793], [37.635381, 55.731807], [37.635881, 55.731523], [37.635967, 55.731374], [37.636043, 55.731276], [37.636485, 55.730738], [37.636624, 55.730753], [37.637278, 55.730003], [37.637947, 55.730045], [37.637978, 55.729909], [37.640902, 55.730121]], 'type': 'LineString'}",579.029,818.329
259,13637,1,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.633043, 55.734921], [37.631381, 55.736559], [37.630243, 55.738445], [37.62979, 55.739785], [37.629651, 55.739848], [37.629464, 55.740756], [37.625663, 55.740903], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1048.747,1482.48
260,13637,2,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.633043, 55.734921], [37.631381, 55.736559], [37.630243, 55.738445], [37.62979, 55.739785], [37.629651, 55.739848], [37.629452, 55.74224], [37.629237, 55.742202], [37.629246, 55.742269], [37.629478, 55.742377], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",925.231,1320.882
261,13637,3,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.634957, 55.731919], [37.635208, 55.731967], [37.635316, 55.731793], [37.635381, 55.731807], [37.635881, 55.731523], [37.635955, 55.731436], [37.63631, 55.731569], [37.636571, 55.731466], [37.636648, 55.731354], [37.63723, 55.731464]], 'type': 'LineString'}",335.926,485.443
262,13637,4,"{'coordinates': [[37.632158, 55.733285], [37.632088, 55.733358], [37.630987, 55.733225], [37.629233, 55.732805], [37.62935, 55.732436], [37.629261, 55.732427], [37.629263, 55.732298], [37.627242, 55.732406], [37.626555, 55.731733], [37.625649, 55.730064], [37.625375, 55.730082], [37.624114, 55.730023], [37.624165, 55.729739], [37.623889, 55.729608], [37.623808, 55.729219], [37.623621, 55.729128], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",710.732,963.939
263,13637,5,"{'coordinates': [[37.632158, 55.733285], [37.632088, 55.733358], [37.630987, 55.733225], [37.629233, 55.732805], [37.62935, 55.732436], [37.629261, 55.732427], [37.629263, 55.732298], [37.627242, 55.732406], [37.626555, 55.731733], [37.625649, 55.730064], [37.625803, 55.72961], [37.625206, 55.727647], [37.625175, 55.727328], [37.625342, 55.726962], [37.625483, 55.726762], [37.625921, 55.726808], [37.625912, 55.726832], [37.625861, 55.726826], [37.62563, 55.726801], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",830.831,1167.543
264,13638,0,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.634957, 55.731919], [37.635208, 55.731967], [37.635316, 55.731793], [37.635381, 55.731807], [37.635881, 55.731523], [37.635967, 55.731374], [37.636043, 55.731276], [37.636485, 55.730738], [37.636624, 55.730753], [37.637278, 55.730003], [37.637947, 55.730045], [37.637978, 55.729909], [37.640902, 55.730121]], 'type': 'LineString'}",579.029,818.329
265,13638,1,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.633043, 55.734921], [37.631381, 55.736559], [37.630243, 55.738445], [37.62979, 55.739785], [37.629651, 55.739848], [37.629464, 55.740756], [37.625663, 55.740903], [37.625664, 55.740775], [37.625659, 55.740638], [37.625048, 55.740608], [37.625051, 55.740978], [37.625142, 55.741124], [37.625692, 55.741177]], 'type': 'LineString'}",1048.747,1482.48
266,13638,2,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.633043, 55.734921], [37.631381, 55.736559], [37.630243, 55.738445], [37.62979, 55.739785], [37.629651, 55.739848], [37.629452, 55.74224], [37.629237, 55.742202], [37.629246, 55.742269], [37.629478, 55.742377], [37.629326, 55.742457], [37.629323, 55.742415], [37.629317, 55.742346]], 'type': 'LineString'}",925.231,1320.882
267,13638,3,"{'coordinates': [[37.632158, 55.733285], [37.632264, 55.733286], [37.632363, 55.733108], [37.633248, 55.733058], [37.633423, 55.73295], [37.634313, 55.733052], [37.634957, 55.731919], [37.635208, 55.731967], [37.635316, 55.731793], [37.635381, 55.731807], [37.635881, 55.731523], [37.635955, 55.731436], [37.63631, 55.731569], [37.636571, 55.731466], [37.636648, 55.731354], [37.63723, 55.731464]], 'type': 'LineString'}",335.926,485.443
268,13638,4,"{'coordinates': [[37.632158, 55.733285], [37.632088, 55.733358], [37.630987, 55.733225], [37.629233, 55.732805], [37.62935, 55.732436], [37.629261, 55.732427], [37.629263, 55.732298], [37.627242, 55.732406], [37.626555, 55.731733], [37.625649, 55.730064], [37.625375, 55.730082], [37.624114, 55.730023], [37.624165, 55.729739], [37.623889, 55.729608], [37.623808, 55.729219], [37.623621, 55.729128], [37.623574, 55.728848], [37.62297, 55.728847], [37.62295, 55.728787]], 'type': 'LineString'}",710.732,963.939
